name,location,currency,price,participants,organizer,period,invite,tags,logo_link,hackathon_link
QDS Hacks 2023,"BCIT Burnaby Campus, SE02 Great Hall",$CAD,3500,122,BCITSA,"Jan 06 - 08, 2023",False,"Beginner Friendly, Databases, Productivity",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/237/549/datas/medium_square.jpg,https://qds-hacks-2023.devpost.com
Hack the Bronx 2,Online,$,1500,154,Horace Mann School,"Dec 05 - 13, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/243/100/datas/medium_square.jpeg,https://hack-the-bronx2.devpost.com
FutureHack,Dubai World Trade Centre,$,18000,140,Global DevSlam,"Oct 05 - 12, 2022",False,Fintech,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/218/632/datas/medium_square.png,https://futurehack.devpost.com
UofA Blueprint Hackathon,University of Alberta,$,250,11,UofA Blueprint,"Oct 01 - 02, 2022",True,"Design, Social Good, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/239/132/datas/medium_square.PNG,https://blueprint-hackathon.devpost.com
TIEU-MOCK,TIE U,$,10,8,TIE,"Oct 01 - 08, 2022",True,Web,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://tieu-mock2023.devpost.com
GDSC Game Jam,The University of Sydney,$,500,36,GDSC USYD,"Oct 01 - 02, 2022",False,"Beginner Friendly, Gaming, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/239/232/datas/medium_square.png,https://gdsc-game-jam-2022.devpost.com
METAVERSE MASTERS,Dubai World Trade Centre,$,0,97,Global DevSlam,"Oct 04 - 11, 2022",False,"Web, AR/VR, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/218/510/datas/medium_square.png,https://metaverse-masters.devpost.com
Geaux Hack 2022,LSU-Patrick F. Taylor Hall,$,680,38,SASE-LSU,"Sep 30 - Oct 01, 2022",False,Open Ended,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/238/263/datas/medium_square.png,https://geaux-hack-2022.devpost.com
Hack-at-ICE 2022,"Greater London, United Kingdom",£,1500,37,ICE 2022,"Oct 01 - 02, 2022",False,"Beginner Friendly, Health, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/213/310/datas/medium_square.jpeg,https://hack-at-ice-2022.devpost.com
Teens in AI presents International Women's Day Global Hackathon,Online,£,0,19,Teens in AI,"Oct 17 - 26, 2022",False,"Beginner Friendly, Machine Learning/AI, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/237/597/datas/medium_square.png,https://teens-in-ai-iwd.devpost.com
Civiso Designathon 2022,Online,$,14591,75,Civiso,"Oct 08 - 19, 2022",False,"Design, Education, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/236/643/datas/medium_square.png,https://civiso-designathon-2022.devpost.com
Hack Austin!,dadaLab,$,0,2,Hack Austin,"Oct 16, 2022",False,Open Ended,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/236/358/datas/medium_square.png,https://hackaustin.devpost.com
SRH,Online,$,0,36,SRH,"Oct 10 - 27, 2022",False,Education,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://srh2022.devpost.com
GitX 2022 - PSG Tech,Coimbatore,₹,18000,88,PSG College of Technology,"Sep 30 - Oct 02, 2022",True,"Beginner Friendly, Mobile, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/233/676/datas/medium_square.png,https://gitx-2022.devpost.com
Paradigm Conf,Online,$,13000,12,ParadigmConf,"Sep 23 - 25, 2022",True,Open Ended,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://paradigm-conf.devpost.com
The Civicode,"Silicon Valley, East Coast, and Texas",$,7500,214,Tech Tree Root,"Sep 25 - Nov 07, 2022",False,"Design, Social Good, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/231/481/datas/medium_square.png,https://thecivicode.devpost.com
Product-Thon 2022,Yasuko Hiraoka Myer Room (Room 106),$,600,36,CISSA,"Sep 30 - Oct 01, 2022",False,"Beginner Friendly, Health",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/231/192/datas/medium_square.png,https://cissa-product-thon.devpost.com
Intelligent Innovators Hackathon 2022,"Sri Eshwar College of Engineering,",₹,200000,69,sri eshwar college of Engineeirng,"Sep 20 - Oct 06, 2022",False,"Health, IoT, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/227/982/datas/medium_square.png,https://i2h2022.devpost.com
Hackiethon 2022,"Arts West, the University of Melbourne",$,10,63,HackMelbourne,"Sep 25 - 27, 2022",False,"Beginner Friendly, Design, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/215/861/datas/medium_square.png,https://hackmelb-hackiethon-2022.devpost.com
This is a test,Online,$,0,5,Test Inc,"Sep 19 - 26, 2022",False,Design,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://test-16330.devpost.com
Smart City Houston,Online,$,0,3,Smart City Houston,"Sep 23 - 25, 2022",False,"Beginner Friendly, Design, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/222/519/datas/medium_square.png,https://smartcityhouston.devpost.com
Unite Hacks,Circuit Launch,$,6952,18,Circuit Launch,"Oct 22, 2022",False,"Beginner Friendly, Education, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/223/223/datas/medium_square.png,https://unitehacks.devpost.com
HackZurich 2022,Technopark Zürich,$,10500,78,HackZurich,"Sep 17 - 18, 2022",True,Open Ended,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://hackzurich-2022.devpost.com
Global Hack Week September Day 7,Online,$,0,25,Major League Hacking,"Sep 16 - 17, 2022",False,"Beginner Friendly, COVID-19, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/222/825/datas/medium_square.png,https://ghw-september-day-7.devpost.com
Police Hackathon(SRM),SRM Institute of Science and Technology,₹,3000,112,CHAT,"Sep 16 - 17, 2022",False,Cybersecurity,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/221/705/datas/medium_square.jpg,https://police-hackathon-srm.devpost.com
Hack Orlando,Orlando Public Library,$,0,3,Hack Club,"Oct 08 - 29, 2022",False,"Social Good, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/221/626/datas/medium_square.png,https://hack-orlando.devpost.com
POSTPONED! -- Lopes Giving Back Hack 2022,PHOENIX,$,16000,70,Grand Canyon University,"Nov 05 - 06, 2022",False,"Social Good, Beginner Friendly, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/213/818/datas/medium_square.png,https://lopes-giving-back-hack-2022.devpost.com
NEXT CREATE-A-THON,Bradley Convergence Center,$,2000,8,VirtuSense Technologies,"Oct 21 - 23, 2022",False,"Health, Low/No Code, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/243/609/datas/medium_square.png,https://next-hackathon.devpost.com
Global Hack Week September Day 6,Online,$,0,29,Major League Hacking,"Sep 15 - 16, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/222/170/datas/medium_square.png,https://ghw-september-day-6-16291.devpost.com
#HackTheHub Fintech Autumn Hackathon,Datactics Office,£,1500,6,#HackTheHub,"Oct 15, 2022",False,Fintech,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://hackthehub.devpost.com
Global Hack Week September Day 5,Online,$,0,51,Major League Hacking,"Sep 14 - 15, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/221/653/datas/medium_square.png,https://ghw-september-day-5.devpost.com
Global Hack Week September Day 4,Online,$,0,68,Major League Hacking,"Sep 13 - 14, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/220/201/datas/medium_square.png,https://ghw-september-day-4.devpost.com
Global Hack Week September Day 3,Online,$,0,51,Major League Hacking,"Sep 12 - 13, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/219/072/datas/medium_square.png,https://ghw-september-day-3.devpost.com
Sample Hackathon(Beta),Online,₹,0,17,SRM Institute of Science and Technology,"Sep 16 - 24, 2022",False,Cybersecurity,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/215/707/datas/medium_square.png,https://chat-police-hackathon.devpost.com
Global Hack Week September Day 2,Online,$,0,81,Major League Hacking,"Sep 11 - 12, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/215/304/datas/medium_square.png,https://ghw-september-day-2.devpost.com
Global Hack Week September Day 1,Online,$,0,151,Major League Hacking,"Sep 10 - 11, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/214/705/datas/medium_square.png,https://ghw-september-day-1.devpost.com
MedHacks 2022,"Baltimore, MD, USA",$,0,53,Johns Hopkins,"Sep 09 - 11, 2022",False,"Beginner Friendly, Design, Health",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/214/690/datas/medium_square.png,https://medhacks22.devpost.com
theCoderSchool Fall 2022 Hackathon,theCoderSchool,$,200,3,theCoderSchool,"Sep 10, 2022",False,"Beginner Friendly, Low/No Code, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/214/630/datas/medium_square.png,https://thecoderschool-2022-hackathon.devpost.com
UWACSSA Hackathon,Online,$,0,11,UWACSSA,"Dec 18 - 26, 2022",True,"Beginner Friendly, Lifehacks, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/214/722/datas/medium_square.ico,https://uwacssa.devpost.com
Technama '22 Hackathon,Online,₹,10000,46,VIT Bhopal University,"Sep 08 - 11, 2022",False,"Design, Education, Productivity",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/213/493/datas/medium_square.jpeg,https://technama-22-hackathon.devpost.com
[OLD] VST Hackathon,"Peoria, IL, USA",$,2000,0,VirtuSense Technologies,"Sep 14 - 15, 2022",False,"Design, Health, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/207/716/datas/medium_square.png,https://virtusense-hackathon.devpost.com
CodeDAO Web3 Hackathon,Plug and Play,$,26572,49,CYFS&CodeDAO,"Oct 15 - 22, 2022",False,"Blockchain, Web, Mobile",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/211/884/datas/medium_square.png,https://codedao-web3-hackathon.devpost.com
Qubit 24Hr Hackathon,Online,₹,25000,11,VIT Chennai,"Sep 07, 2022",False,"Blockchain, Mobile, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/211/583/datas/medium_square.png,https://qubit.devpost.com
Emerald Hacks,Online,$,150,20,Rice Design,"Sep 23 - 25, 2022",False,Beginner Friendly,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://emerald-hacks.devpost.com
ClayHack 2022,RIT - Fireside Lounge,$,700,42,BrickHack,"Sep 03, 2022",True,"Education, Beginner Friendly",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/191/451/datas/medium_square.png,https://clayhack-2022.devpost.com
Outsourcing Accounting Services,Global FPO,$,0,7,account,"Sep 02 - Oct 21, 2022",False,"Mobile, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/208/244/datas/medium_square.jpg,https://outsourcing-accounting.devpost.com
Hacking for Humanity - Tech para la educación sexual,Centro Cultural Indotel,$,3000,40,Girls in Tech,"Oct 19, 2022",False,"Education, Health, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/238/472/datas/medium_square.jpeg,https://hacking-for-humanity-dr-2022.devpost.com
SOCollab Pilot Projects,Online,$,210,21,NUS Students' Computing Club,"Aug 31 - Sep 02, 2022",True,"Beginner Friendly, Open Ended, Productivity",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/201/422/datas/medium_square.jpeg,https://socollab-pilot-projects.devpost.com
Ensenada Hackathon 2022,CETYS University,$,0,32,WeCanCode,"Nov 11 - 12, 2022",False,"IoT, Mobile, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/206/856/datas/medium_square.jpg,https://wecancode-hackathon-2022.devpost.com
Hack-a-Town,Online,₹,0,109,Mozilla FireFox Club VIT Bhopal,"Sep 01 - 03, 2022",False,"AR/VR, Blockchain, Health",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/206/834/datas/medium_square.png,https://hack-a-town.devpost.com
IBM zDatathon,Online,$,30000,293,Shooting Stars Foundation,"Sep 24 - 25, 2022",False,"Beginner Friendly, Machine Learning/AI, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/207/209/datas/medium_square.png,https://ibm-zdatathon.devpost.com
IC Hack 22,"Bengaluru, India",$,800,6,IEEE India Council,"Sep 03 - 04, 2022",False,"Education, Health",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/206/981/datas/medium_square.png,https://ic-hack.devpost.com
ETHWarsaw,"Politechnika Warszawska, Gmach Główny",$,6000,107,ETHWarsaw,"Aug 30 - Sep 04, 2022",True,Blockchain,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/200/680/datas/medium_square.png,https://ethwarsaw.devpost.com
PowerToFly Student Hackathon (August 2022),Online,₹,140000,98,student,"Aug 27 - 28, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/202/501/datas/medium_square.png,https://ptf-student-hackathon-august.devpost.com
Cipher | Finals | UNNAT 2022,Indraprastha World School,$,0,14,indraprastha world school,"Aug 26, 2022",True,"Beginner Friendly, IoT, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/200/470/datas/medium_square.png,https://cipher-finals-unnat-2022.devpost.com
Fall 2022 BeaverHacks Life-Hackathon,Online,$,2680,159,Oregon State University Hackathon Club,"Oct 06 - 09, 2022",True,"Beginner Friendly, Lifehacks, Productivity",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://osu-beaverhacks-fall-2022.devpost.com
Veersa Hackathon,Online,₹,25000,24,Self,"Aug 17 - 23, 2022",True,"Beginner Friendly, Health, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/190/698/datas/medium_square.jpeg,https://veersa-manipal-hackathon.devpost.com
BuilderHacks S2,Online,$,5280,607,Hop,"Sep 02 - 04, 2022",False,"Communication, Open Ended, Productivity",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/202/522/datas/medium_square.png,https://builderhacks2.devpost.com
Coding Conquest 2022,Online,₹,22000,66,Sushant University,"Aug 20 - 26, 2022",False,"Beginner Friendly, Education, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/184/827/datas/medium_square.png,https://coding-conquest2022.devpost.com
CodeUp-Hack-22,WittyHub,$,1200,64,CodeUp Technologies,"Oct 02 - 08, 2022",False,"Blockchain, Web, Design",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/043/105/datas/medium_square.jpg,https://codeup-hack-22.devpost.com
Safety & Dev Solutions Hackathon 2022,"T'bilisi, Georgia",$,5500,11,SD Solutions,"Aug 05 - 18, 2022",False,Social Good,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/044/291/datas/medium_square.png,https://tbilisi-hackathon-2022.devpost.com
Fitch 2022 Codeathon for Education,Fitch Chicago HQ,$,4000,76,Fitch,"Nov 30 - Dec 13, 2022",True,"Education, Mobile, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/189/072/datas/medium_square.png,https://fitch.devpost.com
Fall In's 2022 Vets Hackathon: In the Metaverse,Online,$,1000,18,Fall In,"Aug 05 - 07, 2022",False,"Beginner Friendly, Cybersecurity, Education",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://2022-vets-hackathon.devpost.com
GIIS HACKATHON 2022,"GIIS Smart Campus, Singapore, Punggol",$,1000,106,GIIS,"Jul 29 - 30, 2022",False,"Beginner Friendly, Health, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/043/158/datas/medium_square.jpeg,https://giis-hackathon-2022.devpost.com
Power Edo Bootcamp 4.0,Edo Innovates (Edo Innovation Hub),$,0,30,Microsoft Student Ambassadors Nigeria,"Jul 29 - Aug 25, 2022",True,"Low/No Code, Social Good",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://poweredo4.devpost.com
Sabaak - سباق,Online,$,0,80,Algerian Tech Makers,"Jul 29 - Aug 07, 2022",False,"Productivity, Web, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/038/148/datas/medium_square.png,https://sabaak.devpost.com
Hackathon 2022,Đại học Hà Nội,$,5000,5,Junction,"Jul 27 - 28, 2022",False,"Blockchain, DevOps, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/043/117/datas/medium_square.png,https://hackathon-2022.devpost.com
MTSI 2022 (Deliwala / Babin),"Philadelphia, PA, USA",$,0,72,high school innovation,"Jul 25 - 31, 2022",False,Education,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://mtsi2022.devpost.com
Hack4Earth,Online,$,1080,378,Microsoft Student Ambassadors Nigeria,"Sep 01 - Oct 05, 2022",False,"Education, Enterprise, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/023/094/datas/medium_square.jpg,https://hack4earth-official.devpost.com
Elevate Hacks II,Online,$,3265,223,ElevateTech,"Aug 20 - Sep 25, 2022",False,"Beginner Friendly, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/037/598/datas/medium_square.png,https://elevate-hacks-ii.devpost.com
BlockChamps 2022,Virtual / Ethlas Office,$,3180,130,Ethlas,"Aug 13 - 24, 2022",False,"Blockchain, Gaming, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/036/596/datas/medium_square.png,https://blockchamps.devpost.com
health{hacks} 2022,The Hub at Stanford Research Park,$,17940,35,health{hacks},"Aug 05 - 07, 2022",False,"Beginner Friendly, Health, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/036/299/datas/medium_square.png,https://health-hacks-2022.devpost.com
FATTY HACCS,Online,$,20,18,Fatty Haccs,"Aug 05 - 07, 2022",False,"Blockchain, Health, Lifehacks",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/035/395/datas/medium_square.png,https://fatty-haccs.devpost.com
TriHacks,Online,$,28134,133,TriHacks,"Oct 07 - 09, 2022",False,"Machine Learning/AI, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/221/912/datas/medium_square.png,https://trihackss.devpost.com
Zk Circuit,"Paris, France",$,5000,14,ETHGlobal,"Jul 19 - 25, 2022",True,"Blockchain, Gaming, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/033/531/datas/medium_square.png,https://zk-circuit.devpost.com
HackSimBuild,The Plant,$,500,21,IBPSA-USA,"Sep 16 - 17, 2022",False,"Design, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/030/392/datas/medium_square.png,https://hacksimbuild.devpost.com
HackRx2022,Online,$CAD,5000,21,Technology in Pharmacy Network,"Jul 15 - 17, 2022",False,"Health, Low/No Code, Productivity",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/030/806/datas/medium_square.png,https://hackrx2022.devpost.com
Hackforfreedom,Bosnia and Herzegovina,$,200,20,ExpeditionHacks,"Jul 10 - 31, 2022",False,"Communication, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/028/299/datas/medium_square.jpg,https://hackforfreedom.devpost.com
Global Hack Week: INIT 2023 Day 7,Online,$,0,40,Major League Hacking,"Jul 09 - 10, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/027/800/datas/medium_square.png,https://ghw-init-day-7.devpost.com
Global Hack Week: INIT 2023 Day 6,Online,$,0,69,Major League Hacking,"Jul 08 - 09, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/026/970/datas/medium_square.png,https://ghw-init-day-6.devpost.com
Global Hack Week: INIT 2023 Day 5,Online,$,0,91,Major League Hacking,"Jul 07 - 08, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/026/340/datas/medium_square.png,https://ghw-init-day-5.devpost.com
Global Hack Week: INIT 2023 Day 4,Online,$,0,108,Major League Hacking,"Jul 06 - 07, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/025/327/datas/medium_square.png,https://ghw-init-day-4.devpost.com
ODYSSEY | A 3 Day In-Person CleanTech Hackathon,Gore Meadows Community Centre & Library,$,10000,8,Our Wave Hub,"Jul 29 - 31, 2022",False,"Beginner Friendly, Design, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/006/227/datas/medium_square.png,https://odyssey2030.devpost.com
Global Hack Week: INIT 2023 Day 3,Online,$,0,106,Major League Hacking,"Jul 05 - 06, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/025/143/datas/medium_square.png,https://ghw-init-day-3.devpost.com
Global Hack Week: INIT 2023 Day 2,Online,$,0,114,Major League Hacking,"Jul 04 - 05, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/024/406/datas/medium_square.png,https://ghw-init-day2.devpost.com
Global Hack Week: INIT 2023 Day 1,Online,$,0,184,Major League Hacking,"Jul 03 - 04, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/023/084/datas/medium_square.png,https://ghw-init-day-1.devpost.com
SMU LIT Hackathon 2022,Online,$,11500,70,Singapore Management University,"Jul 02, 2022",True,"Cybersecurity, Machine Learning/AI, Productivity",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/022/321/datas/medium_square.png,https://smu-lit-hackathon.devpost.com
TEST,Online,$,0,2,None,"Jul 01, 2022",True,AR/VR,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://test-15799.devpost.com
NRW 4.0 Makeathon,Carthage Thalasso Resort,$,5000,10,IEEE RAS INSAT Students Branch,"Jul 01 - 03, 2022",False,"IoT, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/015/055/datas/medium_square.jpg,https://nrw-makeathon-2022.devpost.com
Neo4j Cypher Code-Golf,Online,$,27000,958,Neo4j,"Jun 30 - Sep 16, 2022",False,"Beginner Friendly, Education, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/021/586/datas/medium_square.png,https://neo4j-code-golf-2022.devpost.com
ADES Project Showcase AY2223S1,Online,$,0,65,"Singapore Polytechnic, SoC ADES","Aug 05 - 14, 2022",True,"Open Ended, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/021/057/datas/medium_square.jpeg,https://ades-ay2223s1.devpost.com
Global Hack Week: INIT 2023,Online,$,0,159,Major League Hacking,"Jul 03 - 10, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/021/215/datas/medium_square.png,https://global-hack-week-init-2023.devpost.com
Scioverflow(2022),Online,$,102700,182,weSTEM,"Aug 13 - 14, 2022",False,"Health, Machine Learning/AI, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/020/681/datas/medium_square.jpeg,https://sci0verflow.devpost.com
RDV Hacks,"New York, NY, USA",$,4440,118,Rough Draft Ventures,"Aug 06 - 07, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/007/136/datas/medium_square.png,https://rdvhacks.devpost.com
Hacking Heist 2.0,Online,$,2445,163,Hacking Heist 2.0,"Jun 25 - 26, 2022",False,"Beginner Friendly, COVID-19, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/809/626/datas/medium_square.png,https://hackingheist2.devpost.com
PowerToFly Student Hackathon (June 2022),Online,₹,140000,238,student,"Jun 25 - 26, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/015/240/datas/medium_square.png,https://ptf-student-hackathon-june.devpost.com
Inspire2Dev Summer Hackathon 2022,Online,$,180,2,gather,"Aug 06, 2022",False,Beginner Friendly,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://i2d-2022-hackathon.devpost.com
RedBrick Hacks,"Ashoka University, New Library Building",₹,672500,146,Ashoka University,"Jun 18 - 19, 2022",False,"Social Good, Health, Design",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/008/795/datas/medium_square.png,https://redbrickhacks.devpost.com
HackIIIT,IIIT Hyderabad,₹,0,5,OSDG@IIITH,"Jun 18 - 19, 2022",True,Beginner Friendly,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/008/462/datas/medium_square.png,https://hackiiit.devpost.com
Our Giant Leap 2022,Korean Aerospace Research Institute,€,0,8,OGL,"Aug 14 - 15, 2022",False,"Education, Social Good, Health",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/006/714/datas/medium_square.png,https://ogl22.devpost.com
Slash Hackathon 2022 - hosted at CODE,Factory Berlin Görlitzer Park,€,3900,6,Slash,"Sep 24 - 25, 2022",True,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/993/894/datas/medium_square.jpeg,https://slash-2022.devpost.com
ADL Appathon 2022,Online,$,40133,125,App Dev League,"Aug 01 - 07, 2022",False,"Beginner Friendly, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/987/854/datas/medium_square.png,https://adl-appathon-2022.devpost.com
Credibel Projecthon,Online,$,1750,84,BelfricsBT,"Jun 09 - Jul 15, 2022",False,"Blockchain, Education, Productivity",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/002/406/datas/medium_square.jpg,https://credibel.devpost.com
