name,location,currency,price,participants,organizer,period,invite,tags,logo_link,hackathon_link
MakeHarvard 2019,Harvard Northwest Science Building,$,0,238,,"Feb 02 - 03, 2019",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/715/511/datas/medium_square.png,https://makeharvard2019.devpost.com
Hack Upstate XII,The Technology Garden,$,2000,43,,"Oct 06 - 07, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/655/195/datas/medium_square.png,https://hack-upstate-xii.devpost.com
Weekend of Innovation,Esri Corporate HQ,$,2000,50,,"Jul 19 - 22, 2018",False,"Machine Learning/AI, IoT, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/653/081/datas/medium_square.png,https://weekend-of-innovation-6712.devpost.com
Smart Energy Hackathon,KX Innovation Center,$,10000,49,,"Sep 07 - 09, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/669/832/datas/medium_square.png,https://smart-energy-hackathon.devpost.com
Hackalong - Twitch Community Hackathon,Online,$,336,176,,"Aug 11 - 12, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/652/073/datas/medium_square.png,https://hackalong.devpost.com
SmarterRoads Hackathon - Northern Virginia,1776 Crystal City Campus,$,2500,21,,"Jul 17 - 18, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/654/660/datas/medium_square.png,https://smarterroads-hackathon-nova.devpost.com
BVG Urban Mobility Hackathon 2018,InfraLab Berlin,$,13050,82,,"Aug 18 - 19, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/654/048/datas/medium_square.png,https://bvg-hackathon-2018.devpost.com
The Good Idea: A Hackathon for good,Singapore EXPO Convention and Exhibition Centre,$,2138,50,,"Jul 07 - 08, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/653/388/datas/medium_square.jpeg,https://thegoodidea.devpost.com
nobulHACK,The Entrepreneurship Society,$,1000,15,,"Jun 23 - 24, 2018",False,Blockchain,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/653/369/datas/medium_square.jpg,https://nobulhack.devpost.com
NIFTYHacks,Cyberport,$,20300,42,,"Jul 24 - 26, 2018",False,Blockchain,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/651/745/datas/medium_square.jpeg,https://niftyhacks.devpost.com
Power Up Automation,Online,$,89500,928,UiPath,"Jun 18 - Aug 29, 2018",False,"Machine Learning/AI, Productivity",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/653/275/datas/medium_square.jpg,https://uipath2018.devpost.com
StuyHacks VI,Gakko,$,0,54,,"Jun 16 - 17, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/652/662/datas/medium_square.png,https://stuyhacksvi.devpost.com
HT6 Wealthsimple Summer Bootcamp,Wealthsimple (Toronto HQ),$,850,21,,"Jun 16 - 21, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/652/670/datas/medium_square.png,https://ht6-ws-workshop.devpost.com
ImpactHack,State Department Pavilion,$,3000,209,,"Sep 21 - 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/648/902/datas/medium_square.png,https://impacthack.devpost.com
HarkerHacks,42 Silicon Valley,$,8880,45,,"Jun 09 - 10, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/650/756/datas/medium_square.png,https://harkerhacks.devpost.com
2018 Astropreneurship Hackathon,Geology Museum Haller Hall Room 102,$,0,6,,"Jun 12, 2018",False,,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://2018astropreneurshiphackathon.devpost.com
Genomelink Hackathon 2.0,Online,$,7000,182,Awakens.co,"Jun 08 - Aug 28, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/651/219/datas/medium_square.png,https://genomelink2.devpost.com
Disrupt SF Hackathon 2018,Online,$,154620,1002,TechCrunch,"Jun 05 - Aug 02, 2018",False,"Machine Learning/AI, Voice skills",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/650/211/datas/medium_square.jpg,https://disruptsf2018.devpost.com
XDHax,Online,$,25000,169,Xero,"Jun 05 - Sep 07, 2018",False,Productivity,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/647/646/datas/medium_square.png,https://xdhax.devpost.com
SVHacks,42 Silicon Valley,$,9742,30,,"Jun 03 - 04, 2018",False,,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://svhacks-6444.devpost.com
WyoHackathon 2018,"University of Wyoming, Memorial Fieldhouse, Adjacent to War Memorial Stadium West Stands",$,83436,170,,"Sep 07 - 09, 2018",False,Blockchain,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/671/628/datas/medium_square.jpg,https://wyominghackathon.devpost.com
Agora.io RTCHack 2018,Online,$,2500,122,Agora,"Jun 01 - Jul 31, 2018",False,Communication,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/650/378/datas/medium_square.jpg,https://agoraio.devpost.com
Acumos AI Challenge,Online,$,150000,310,AT&T,"May 31 - Aug 06, 2018",False,Machine Learning/AI,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/649/829/datas/medium_square.png,https://acumosaichallenge.devpost.com
InternHackATX,HomeAway Domain,$,650,61,,"Jul 13 - 15, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/622/041/datas/medium_square.png,https://internhackatx-homeaway-2018.devpost.com
3rd Annual Immigrant Heritage Month Hackathon,NYU Magnet,$,0,64,,"Jun 29 - Jul 01, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/650/080/datas/medium_square.jpg,https://ihm-hackathon-2018.devpost.com
The Solartis Insure Microservices Hackathon,Online,$,11500,136,Solartis,"Jun 04 - Jul 27, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/647/245/datas/medium_square.png,https://solartis-insure-hackathon.devpost.com
Hackaburg 2018,TechBase Regensburg,$,3000,92,,"May 26 - 27, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/648/419/datas/medium_square.jpg,https://hackaburg18.devpost.com
AI For Social Good Hackathon 2018,Desjardins Lab,$,1001,41,,"May 26 - 27, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/642/723/datas/medium_square.png,https://ai-for-social-good-hackathon.devpost.com
Capitol360 Hackathon,Capitol Records,$,19008,53,,"Jun 02 - 03, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/648/637/datas/medium_square.jpg,https://capitol360-hackathon-6634.devpost.com
TOHacks 2018,Bahen Centre for Information Technology- University of Toronto St.George Campus,$,2500,49,,"May 26, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/648/503/datas/medium_square.jpg,https://tohacks2018.devpost.com
HackHPI 2018,HPI School of Design Thinking,$,0,57,,"May 26 - 27, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/648/410/datas/medium_square.png,https://hackhpi2018.devpost.com
Expo Hacks,Dublin High School,$,9530,52,,"May 19, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/647/789/datas/medium_square.png,https://expo-hacks-6620.devpost.com
ETHMemphis,FedEx Institute of Technology,$,4000,18,,"May 19 - 20, 2018",False,Blockchain,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/647/657/datas/medium_square.png,https://ethmemphis-5951.devpost.com
BlairHacks_1,Montgomery Blair High School,$,171,13,,"May 19 - 20, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/620/652/datas/medium_square.png,https://blairhacks-1.devpost.com
Leapfrog Hack,Algiers City Tech Hub - Dounia Park,$,29000,34,,"Jun 26 - Jul 26, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/647/793/datas/medium_square.png,https://leapfrog-hack.devpost.com
houstonhackathon2018,The Cannon,$,0,57,,"May 19 - 20, 2018",False,,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://houstonhackathon2018.devpost.com
IoT Week 2018 - IoT Innovation Hackfest,Euskalduna Conference Centre - IoT Week 2018,$,2250,20,,"Jun 03 - 07, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/647/515/datas/medium_square.png,https://iot-week2018.devpost.com
Hackapalooza,EF Academy,$,221,10,,"Jun 01 - 02, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/650/437/datas/medium_square.jpg,https://hackapalooza-efacademy.devpost.com
Hack The South,University of Southampton — Highfield Campus,$,1740,13,,"May 05 - 06, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/642/959/datas/medium_square.png,https://hack-the-south-uk.devpost.com
HackSurrey Beta,Austin Pearce Building,£,1790,21,,"May 05 - 06, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/642/596/datas/medium_square.jpg,https://hacksurreybeta.devpost.com
DocuSign Momentum Hackathon 2018,Galvanize,$,8500,62,,"Jun 09 - 10, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/642/920/datas/medium_square.png,https://docusign2018.devpost.com
JAMHacks 2,Sir John A. Macdonald Secondary School,$,5950,98,,"May 05 - 06, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/628/553/datas/medium_square.png,https://jamhacks2.devpost.com
Azure IoT on Serverless Hackathon,Online,$,20000,554,Microsoft,"May 02 - Aug 06, 2018",False,"Machine Learning/AI, IoT",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/637/661/datas/medium_square.jpg,https://azurehacks.devpost.com
Causal Discovery Datathon '18,Carnegie Mellon University,$,500,16,,"Jun 14 - 16, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/641/341/datas/medium_square.png,https://causal-discovery-datathon-18.devpost.com
2018 Developer Circles Community Challenge,Online,$,230000,5282,Facebook,"May 02 - Jul 26, 2018",False,"Communication, Social Good, Productivity",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/641/331/datas/medium_square.jpg,https://devcommunitychallenge.devpost.com
Equithon 2018,University of Waterloo - Science Teaching Complex,$,2000,123,,"May 04 - 06, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/630/884/datas/medium_square.png,https://equithon2018.devpost.com
BullHacks 2.0,"Curzon Building, City Centre Campus, Birmingham City University",$,200,20,,"Apr 29, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/634/377/datas/medium_square.png,https://bullhacks2.devpost.com
StudentHack VI,Manchester Metropolitan University Business School,$,0,92,,"Apr 28 - 29, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/637/424/datas/medium_square.png,https://studenthackvi.devpost.com
Latvia VR / AR Hackathon 2018,Vidzemes Augstskolas Zināšanu un Tehnoloģiju Centrs,$,500,10,,"Apr 29, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/639/341/datas/medium_square.jpg,https://latvia-vr-ar-hack-2018.devpost.com
Media Hackday - AI in Media,The Venue,$,7850,42,,"May 26 - 27, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/640/348/datas/medium_square.png,https://media-hackday-2018.devpost.com
HackUMBC Spring 2018,"University of Maryland, Baltimore County - Engineering Building",$,5510,76,,"Apr 28 - 29, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/637/024/datas/medium_square.png,https://hackumbc-s18.devpost.com
HackFresno 2018,Fresno State North Gym,$,4450,48,,"Apr 28 - 29, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/638/445/datas/medium_square.png,https://hackfresno18.devpost.com
SeatGeek's 20th Hackathon (April 2017),No location yet,$,1150,11,,"Apr 27, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/637/930/datas/medium_square.png,https://seatgeek-20th-hackathon.devpost.com
HackLyon Alpha,Epitech Lyon,€,1000,18,,"Apr 27 - 28, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/573/457/datas/medium_square.png,https://hacklyon2018.devpost.com
Hack !T 2,ESI : Higher National School of Computer Science and Engineering ex:INI,$,1000,37,,"Apr 27 - 29, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/638/338/datas/medium_square.png,https://hackit.devpost.com
HackQC 2018,Montreal,$,11000,76,,"May 04 - 06, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/638/286/datas/medium_square.png,https://hackqc.devpost.com
HackAU 2018 - Ariel University's 1st hackathon,"Ariel University - building 56, library",$,9000,37,,"Apr 30 - May 02, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/629/471/datas/medium_square.png,https://hackau-2018.devpost.com
HackJA,"Edison, NJ, USA",$,250,21,,"Apr 27 - 28, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/637/912/datas/medium_square.png,https://hackja-submissions.devpost.com
Hackital Ethereum 2018,George Washington University - Ames Hall,$,280,28,,"Apr 27 - 29, 2018",False,Blockchain,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/637/747/datas/medium_square.png,https://hackital-ethereum-2018-6527.devpost.com
dapphack Atlanta,The Space at Grant Park,$,0,33,,"Jun 01 - 02, 2018",False,Blockchain,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://dapphack.devpost.com
XBuild 2018,Galvanize Boulder,$,8200,50,,"Apr 28 - 29, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/637/455/datas/medium_square.png,https://xbuild18.devpost.com
BigRed//Hacks Spring 2018,Cornell University - Physical Sciences Building (PSB),$,0,60,,"Apr 27 - 28, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/637/094/datas/medium_square.png,https://brhsp18.devpost.com
EngHack 2018,University of Waterloo,$,23744,102,,"May 25 - 26, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/629/585/datas/medium_square.png,https://enghack2018.devpost.com
Hack The Heights 2,Boston College - Carney Hall,$,1764,27,,"Apr 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/634/734/datas/medium_square.jpg,https://hacktheheights2.devpost.com
hackGC,D-lab,$,0,13,,"Apr 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/635/563/datas/medium_square.png,https://hackgc.devpost.com
KleinHacks,Klein High School,$,4380,37,,"Apr 21 - 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/616/994/datas/medium_square.png,https://kleinhacks.devpost.com
MesaHacks,San Diego Mesa College - Mesa Commons,$,1425,35,,"Jun 01, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/634/129/datas/medium_square.png,https://mesahacks.devpost.com
BeachHacks 3,CSULB University Student Union,$,0,57,,"Apr 21 - 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/634/284/datas/medium_square.png,https://beachhacks-3.devpost.com
FireCode Hack,Baker Science,$,3225,40,,"Apr 21 - 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/634/265/datas/medium_square.png,https://firecode.devpost.com
Immersive Healthcare Hackathon,University of Washington Center for Education & Research in Construction,$,500,34,,"Apr 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/634/618/datas/medium_square.png,https://immhealthhack2018.devpost.com
datahack,EERC 1.518,$,7250,23,,"Apr 21, 2018",False,,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://texasdatahack.devpost.com
MontyHacks II,Montgomery High School,$,2650,38,,"Apr 21, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/633/600/datas/medium_square.png,https://montyhacks-ii.devpost.com
Citrus Hack,"University of California, Riverside - Winston Chung Hall",$,23150,168,,"Apr 21 - 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/633/178/datas/medium_square.png,https://citrushack2018.devpost.com
T-Mobile IoTHack,T-Mobile Headquarters,$,14000,40,,"Apr 21 - 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/634/083/datas/medium_square.png,https://t-mobile-iothack.devpost.com
LancerHacks,Saint Francis High School,$,329,37,,"Apr 21 - 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/633/803/datas/medium_square.png,https://lancerhacks.devpost.com
MasseyHacks IV,Vincent Massey Secondary School,$,1608,89,,"Apr 28 - 29, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/624/465/datas/medium_square.png,https://masseyhacks4.devpost.com
BlockHack,University of Delaware - Trabant University Center,$,5100,10,,"May 05 - 06, 2018",False,Blockchain,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/642/942/datas/medium_square.png,https://blockhackde.devpost.com
hackKU,University of Kansas - Engineering Complex,$,14800,34,,"Apr 21 - 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/629/192/datas/medium_square.png,https://hackku2018.devpost.com
HackRU Spring 2018,No location yet,$,6240,150,,"Apr 21 - 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/633/573/datas/medium_square.jpg,https://hackru-s18.devpost.com
Hack Productivity 4,Online,$,35500,683,Microsoft,"May 07 - Aug 07, 2018",False,"Productivity, Lifehacks",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/634/077/datas/medium_square.jpg,https://officehack4.devpost.com
SM Hacks II,GoPro Headquarters,$,11471,48,,"Nov 17 - 18, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/633/196/datas/medium_square.png,https://smhacks2.devpost.com
Consensus 2018 Building Blocks Hackathon,Microsoft Conference Center,$,77697,196,,"May 12 - 13, 2018",False,Blockchain,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/633/314/datas/medium_square.png,https://consensus2018-blockchain.devpost.com
Hackboard 2.0 by Blackboard,Online,$,2000,111,Blackboard,"Apr 16 - Jun 29, 2018",False,"Machine Learning/AI, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/630/287/datas/medium_square.png,https://hackboard.devpost.com
BroncoHack,Santa Clara University - Lucas Hall,$,3000,37,,"Apr 21 - 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/633/130/datas/medium_square.png,https://broncohack2018.devpost.com
CornHacks 2018,Avery Hall,$,1200,20,,"Apr 14 - 15, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/631/619/datas/medium_square.jpg,https://cornhacks2018.devpost.com
hack Cupertino 2018,Quinlan Community Center,$,437,52,,"Apr 14 - 15, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/630/864/datas/medium_square.png,https://hack-cupertino-2018-6466.devpost.com
hackMHS V,Millburn High School,$,6250,36,,"Apr 14 - 15, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/628/675/datas/medium_square.png,https://hackmhsv.devpost.com
AUHack 2018,Aarhus University,$,0,89,,"Apr 13 - 15, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/629/419/datas/medium_square.png,https://auhack18.devpost.com
Hack Roboy #4,"Garching bei München, Germany",$,1500,20,Roboy,"Apr 13 - 15, 2018",False,"AR/VR, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/436/504/datas/medium_square.png,https://hackroboy4.devpost.com
PackHacks,NC State Unversity - Engineering Building II,$,2170,42,,"Apr 21 - 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/625/308/datas/medium_square.png,https://packhacks.devpost.com
BQ GIRLHACKS,Queens College - Dinning Hall,$,1800,27,,"Apr 15, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/629/960/datas/medium_square.png,https://bqgirlhacks.devpost.com
New Futures Hackathon for Aged Care,"New Space, Room X101",$,10120,25,,"May 11 - 12, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/629/343/datas/medium_square.jpg,https://uon-i2n-aged-care-hack.devpost.com
GE Digital CSU Challenge 2018,San Diego Central Library,$,15000,13,,"Apr 11 - 23, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/628/683/datas/medium_square.png,https://hackcsu2018.devpost.com
BuildHer Hackathon 2018,Technological Institute – Northwestern University,$,0,36,,"Apr 14 - 15, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/624/839/datas/medium_square.png,https://buildher2018.devpost.com
HackPrague 2018,New Town Hall,$,5180,70,,"Jun 23 - 24, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/628/881/datas/medium_square.png,https://hackprague-2018.devpost.com
Stanford Big Earth Data Hackathon,Stanford University - Mitchell Earth Sciences Building,$,4800,46,,"Apr 14 - 15, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/621/089/datas/medium_square.jpg,https://bigearthhacks.devpost.com
CatHacks IV,No location yet,$,1737,49,,"Apr 08, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/626/072/datas/medium_square.png,https://cathacks4.devpost.com
HealthHacks 2018,Columbia University Mudd Hall,$,1050,21,,"Apr 08 - 15, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/628/688/datas/medium_square.png,https://healthhacks-2018.devpost.com
HackXX 2018,"Qualcomm Room, Jacobs Hall, University of California San Diego",$,3650,74,,"Apr 07 - 08, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/622/473/datas/medium_square.png,https://hackxx-2018.devpost.com
"GlobalHack VII - Oct. 12-14, 2018",Chaifetz Arena,$,100000,421,,"Oct 12 - 14, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/624/511/datas/medium_square.png,https://globalhack7.devpost.com
RowdyHacks 2018,Geekdom San Antonio,$,2800,35,,"Apr 07 - 08, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/624/501/datas/medium_square.jpg,https://rowdyhacks18.devpost.com
HackThePack,Northeastern University - Hayden Hall,$,0,4,,"Apr 07 - 08, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/624/871/datas/medium_square.png,https://hackthepack2018.devpost.com
TrojanHacks Strikes Back 2018,King Hall,$,0,18,,"Apr 07 - 08, 2018",False,,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://trojanhacks-strikes-back.devpost.com
CryptoChicks Hackathon,MaRS Discovery District,$,19500,52,,"Apr 07 - 08, 2018",False,,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://cryptochickshackathon-6426.devpost.com
MadHacks Mini,University of Wisconsin - Computer Sciences,$,2040,34,,"Apr 07, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/625/463/datas/medium_square.png,https://madhacks-mini.devpost.com
HackPSU Spring 2018,"Business Building, Penn State Univeristy",$,6750,157,,"Apr 07 - 08, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/625/727/datas/medium_square.png,https://hackpsu-s2018.devpost.com
HackSB 2018,South Brunswick Public Library,$,500,41,,"Apr 07, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/624/709/datas/medium_square.png,https://hacksb-18.devpost.com
CreatED April 2018,Appleton Tower,$,0,51,,"Apr 07 - 08, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/625/147/datas/medium_square.png,https://created-april-2018.devpost.com
HackKean IV,"1000 Morris Avenue, Kean University, North Avenue Academic Building [NAAB], Union, NJ 07083",$,250,13,,"Apr 07 - 08, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/625/233/datas/medium_square.png,https://hackkean4.devpost.com
PalyHacks 2018,Palo Alto High School,$,19359,35,,"Apr 21 - 22, 2018",False,,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://palyhacks2018.devpost.com
TinoHacks II,42 Silicon Valley,$,39340,67,,"Apr 21 - 22, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/614/645/datas/medium_square.png,https://tinohacks2.devpost.com
MakeSPP,St. Peter's Preparatory HS,$,9950,73,,"May 26, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/624/961/datas/medium_square.png,https://makespp.devpost.com
Bitcamp 2018,Xfinity Center at College Park,$,42256,483,,"Apr 06 - 08, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/600/201/datas/medium_square.png,https://bitcamp2018.devpost.com
Wallifornia MusicTech Hackathon 2018,LeanSquare - Wallifornia MusicTech Venue,$,10657,38,,"Jul 04 - 05, 2018",False,Blockchain,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/616/751/datas/medium_square.jpg,https://wallifornia-musictech-2018.devpost.com
"Talk to me, Berlin!",CODE University of Applied Sciences,$,0,38,,"Jun 14 - 16, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/641/321/datas/medium_square.jpg,https://talk-to-me-berlin.devpost.com
Hack Night for Humanity,"University of Virginia, Rice Hall",$,424,11,,"Apr 06 - 07, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/617/206/datas/medium_square.jpg,https://hack-night-for-humanity-6329.devpost.com
CUNY Hackathon,Newman Library - Baruch College,$,4795,390,,"Apr 27 - 29, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/624/489/datas/medium_square.png,https://cuny-spring-hackathon-2018.devpost.com
HACC4Edu,Hawaii Convention Center,$,0,18,,"Apr 10 - 11, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/617/691/datas/medium_square.jpg,https://hacc4edu.devpost.com
HackOverflow,Stanford University – Packard Electrical Engineering Building,$,2288,21,,"Apr 14, 2018",False,,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/624/207/datas/medium_square.png,https://hackoverflow-2018.devpost.com
